"","Asian-Americans","Hispanics","Blacks","Illegal Immigrants","Whites","Dem. Pres. Candidate","GOP Pres. Candidate","Libertarian Pres. Candidate","Green Pres. Candidate","Dem. VP","GOP VP","John Roberts","Pope Francis","Christian Fundamentalists","Feminists","Liberals","Labor Unions","Poor People","Big Business","Conservatives","SCOTUS","Gays & Lesbians","Congress","Rich People","Muslims","Christians","Jews","Tea Party","Police","Transgender People","Scientists","BLM"
"1605",50,50,50,30,50,0,85,50,50,50,100,70,70,60,40,50,40,60,60,50,85,0,0,50,40,85,50,60,100,0,85,15
"1607",50,50,80,0,50,0,100,60,50,50,70,85,50,60,85,68,75,90,85,82,6,100,50,20,2,80,18,78,100,65,75,100
"1609",85,60,70,40,70,70,30,15,50,50,40,50,100,40,50,50,50,50,60,60,60,60,30,50,70,70,70,30,70,50,85,60
"1610",60,60,40,70,70,15,0,60,60,50,0,50,100,30,70,60,60,40,30,60,40,60,30,60,30,70,50,30,70,60,40,40
"1611",51,100,61,50,71,16,100,82,52,41,99,71,86,100,50,40,71,86,61,85,72,51,70,61,52,100,71,62,85,32,84,60
"1612",50,60,40,60,50,60,60,50,50,50,50,50,100,50,50,60,40,85,50,60,50,40,70,40,50,50,50,50,40,40,70,50
"1613",50,85,100,50,50,100,0,0,0,0,0,0,100,50,50,0,50,100,50,50,0,100,0,0,100,100,50,0,50,85,50,100
"1614",87,71,31,0,87,0,89,1,2,72,92,98,95,70,72,32,32,6,1,31,96,4,0,2,1,50,85,0,95,1,98,0
"1615",85,84,87,52,40,100,0,39,40,87,16,50,100,17,99,85,61,59,15,15,58,100,32,20,99,46,84,6,42,96,84,99
"1616",70,70,70,60,65,29,73,64,50,50,90,50,50,60,70,70,0,85,70,70,70,70,70,50,70,85,85,70,85,70,70,70
"1617",70,100,50,100,61,100,0,51,50,50,0,85,100,30,16,100,100,100,69,15,100,100,85,40,100,16,100,30,100,100,100,40
"1618",71,61,62,42,61,62,32,48,62,72,79,91,71,35,40,60,41,58,72,60,75,86,71,55,85,93,94,33,93,86,71,9
"1619",80,80,81,51,81,59,0,49,51,50,0,49,88,1,77,71,71,50,14,51,69,77,14,50,49,51,52,0,69,51,91,68
"1620",50,50,50,0,50,16,85,62,50,31,60,52,85,50,15,50,40,50,85,50,60,50,70,50,50,60,50,60,70,40,60,50
"1621",60,40,60,40,70,80,0,65,60,90,0,50,85,10,90,60,47,48,35,40,55,80,30,35,80,30,70,0,80,55,95,35
"1622",50,50,50,40,50,60,0,70,50,50,40,50,85,85,100,100,70,85,85,100,100,100,85,85,85,100,100,50,100,100,100,100
"1625",70,70,70,40,70,30,100,45,30,30,100,50,60,85,50,70,50,70,65,50,70,50,70,70,50,100,75,50,85,50,65,0
"1627",70,70,85,15,100,85,0,60,50,70,60,60,100,85,70,60,100,85,60,50,60,70,70,50,70,100,85,50,100,0,100,85
"1628",28,40,61,44,41,54,51,52,47,64,61,50,49,46,50,19,44,45,35,49,42,63,40,16,54,52,41,48,55,47,33,50
"1629",71,70,72,60,71,60,2,30,32,71,40,30,51,15,70,70,60,85,30,40,40,60,40,40,60,85,100,0,70,40,100,70
"1630",78,35,7,0,89,0,100,1,0,40,78,50,50,50,17,0,0,31,16,70,60,50,15,47,0,50,50,78,81,0,98,0
"1633",52,53,50,52,51,51,51,51,50,50,51,50,53,50,50,50,50,83,49,51,48,50,48,54,50,50,50,50,51,51,51,51
"1636",100,100,100,100,100,85,10,50,50,65,30,40,90,100,100,85,96,100,70,50,100,100,70,100,100,100,100,100,100,100,70,100
"1637",85,85,100,40,30,15,0,50,50,50,50,50,50,100,50,50,50,0,100,50,50,50,50,30,15,100,50,50,0,50,50,100
"1638",0,0,0,0,50,0,50,0,50,0,50,50,50,50,0,0,0,50,0,0,50,50,0,50,0,100,50,100,50,0,50,0
"1639",59,70,60,62,60,30,60,50,50,50,85,70,60,70,50,50,50,85,70,85,60,50,30,50,85,85,85,70,85,50,70,40
"1641",40,70,50,0,50,0,60,50,30,50,100,50,100,50,60,40,40,70,40,60,60,40,50,40,50,70,70,40,100,50,100,50
"1642",91,91,88,89,83,69,2,52,70,59,0,42,97,1,41,28,69,94,5,31,52,99,7,85,91,26,97,0,91,93,96,51
"1643",30,60,70,30,50,30,30,15,15,30,30,30,70,15,30,40,15,50,50,50,40,60,40,70,70,50,60,40,85,60,70,40
"1645",60,30,40,40,70,15,70,50,50,50,100,50,70,100,40,15,60,70,60,100,60,40,40,30,15,100,100,50,85,15,40,15
"1646",75,70,54,18,87,100,0,40,40,60,15,70,85,70,85,70,70,85,85,70,100,85,70,50,85,85,85,50,85,85,85,70
"1647",50,50,50,30,50,0,85,30,50,15,70,60,60,30,30,40,70,70,50,40,60,50,15,40,40,70,50,60,70,50,70,15
"1648",42,39,68,39,57,85,15,49,48,83,49,49,83,84,50,82,85,60,31,29,51,50,50,30,50,84,51,51,50,50,70,61
"1651",85,70,41,1,85,0,60,40,50,0,90,70,50,50,50,1,16,85,60,90,35,75,20,70,0,100,80,75,85,50,85,0
"1652",50,50,50,0,50,0,100,0,0,40,85,70,70,60,50,50,50,70,60,60,30,50,30,70,50,70,70,70,85,50,70,0
"1653",50,50,50,20,50,0,85,50,50,50,40,60,50,50,30,30,30,70,50,50,85,50,50,40,30,85,50,70,40,50,50,30
"1654",85,70,34,30,88,15,100,32,15,42,85,70,50,74,20,17,16,60,70,83,61,29,40,83,35,85,61,85,84,40,72,5
"1655",51,60,85,52,51,86,2,32,40,41,70,71,98,70,71,30,0,62,60,61,85,51,61,51,15,84,51,39,50,51,86,15
"1656",100,100,100,100,100,0,40,70,100,0,0,60,70,70,30,60,70,100,0,60,85,100,30,0,100,70,100,50,85,100,100,60
"1658",70,70,70,0,70,0,100,50,15,0,78,18,15,0,50,0,0,50,70,60,15,50,40,50,0,100,85,85,85,0,100,0
"1659",50,50,50,40,50,0,10,70,60,5,5,50,50,50,50,40,45,50,50,50,50,50,50,50,50,50,50,50,60,50,85,50
"1660",50,50,50,30,60,15,85,51,51,50,100,62,51,16,48,46,50,60,61,83,50,33,60,61,30,97,49,51,82,3,74,2
"1661",85,100,85,85,100,70,0,60,60,60,0,70,70,93,70,85,100,85,60,60,50,85,60,85,100,85,70,0,70,40,100,85
"1662",77,78,77,51,77,72,1,51,50,72,30,51,51,41,56,72,47,88,61,40,51,72,39,72,65,63,71,40,70,79,71,50
"1663",85,85,70,60,85,100,0,50,50,85,60,50,100,70,70,85,70,85,50,40,70,70,50,50,50,85,85,40,85,70,70,70
"1665",100,100,100,85,70,85,0,0,0,85,0,0,60,0,100,100,85,85,0,15,30,100,0,30,100,40,100,0,30,100,100,100
"1667",50,50,50,16,50,40,70,50,50,40,85,70,70,70,70,72,70,85,41,85,70,50,60,50,50,85,50,70,70,50,70,50
"1668",100,100,100,30,100,60,0,40,85,85,40,50,100,30,100,85,70,100,70,50,70,100,30,100,85,100,100,15,100,100,70,100
"1674",51,50,50,1,50,1,51,50,50,51,50,50,50,71,50,51,70,100,70,50,51,51,50,51,51,100,100,51,100,50,99,50
"1675",62,99,71,62,70,60,70,51,53,71,61,62,60,61,52,42,72,86,87,60,99,71,62,62,72,73,87,71,86,72,99,52
"1676",100,100,100,40,100,40,60,85,60,50,50,70,100,50,40,60,50,70,40,50,60,50,50,60,50,60,50,60,85,50,70,50
"1677",60,80,70,75,55,30,0,45,65,50,20,50,75,0,55,45,60,70,35,35,65,85,25,35,70,45,50,15,40,70,85,55
"1678",70,70,70,1,86,1,71,51,51,16,100,30,70,100,40,30,60,85,86,100,31,50,41,85,40,100,85,100,85,51,78,0
"1681",60,60,85,30,85,70,30,40,50,50,30,50,40,50,60,50,70,50,60,50,50,40,50,40,50,70,50,50,30,15,50,60
"1682",60,15,25,0,50,40,60,40,40,40,40,50,40,100,0,50,75,0,80,50,70,0,75,80,0,100,15,90,85,0,100,40
"1684",75,56,50,32,70,40,51,52,50,49,95,60,48,91,31,39,41,88,54,84,66,29,59,55,29,97,68,48,84,13,74,50
"1685",77,74,65,65,71,84,8,57,19,92,12,48,79,77,81,84,78,90,29,74,72,88,60,53,60,86,80,82,61,70,85,69
"1687",85,85,85,40,85,15,60,50,50,40,85,60,50,85,70,30,15,85,85,85,60,85,40,85,85,85,85,85,85,85,85,30
"1688",51,51,50,50,50,70,0,50,50,60,51,50,70,15,50,85,70,50,50,50,70,50,30,50,50,50,50,16,71,50,100,51
"1689",60,40,50,100,50,75,1,60,60,70,40,60,40,70,70,70,85,70,100,70,50,50,60,50,60,60,100,40,0,0,70,85
"1690",51,61,39,49,54,1,32,33,42,42,52,40,41,52,4,51,50,86,6,52,41,63,37,32,49,97,52,50,100,41,99,16
"1691",100,100,85,85,100,0,100,50,30,50,50,70,100,70,0,0,100,100,60,100,100,0,70,70,70,100,85,15,100,40,85,85
"1693",70,60,70,30,70,70,0,15,15,70,15,60,70,15,60,85,60,50,50,30,70,50,50,50,50,70,100,15,60,30,100,60
"1696",58,55,50,61,48,60,0,50,50,50,60,50,51,40,50,50,31,85,40,60,15,50,34,30,60,42,70,50,50,50,60,100
"1697",93,91,95,75,92,71,15,52,50,84,31,61,95,47,98,80,79,87,41,40,87,98,71,50,88,92,99,4,93,89,77,50
"1699",70,60,50,15,60,15,85,60,0,0,100,40,50,60,0,15,15,40,40,60,40,50,30,70,50,85,70,70,85,50,50,15
"1700",61,54,70,40,57,53,72,56,58,57,79,62,99,74,84,66,71,73,73,73,80,84,73,76,70,99,84,67,85,72,74,89
"1701",61,57,52,17,78,32,61,51,51,42,72,50,86,32,41,33,85,61,1,49,43,51,17,41,32,80,49,31,41,16,51,26
"1702",85,85,85,50,85,15,30,40,50,15,85,60,50,85,50,30,15,85,70,70,60,70,60,70,50,85,85,70,85,50,60,15
"1703",85,70,60,50,85,0,62,30,30,15,100,70,100,50,50,50,15,100,15,40,70,50,15,50,40,100,70,15,70,70,85,15
"1705",50,50,50,0,50,15,85,50,50,50,85,50,100,50,40,15,50,50,60,85,60,30,60,50,50,50,50,60,85,30,85,0
"1706",80,100,50,50,100,0,100,30,50,30,100,50,100,100,50,30,100,100,50,80,100,30,80,100,80,100,80,80,100,30,100,30
"1708",85,85,85,85,85,85,0,60,30,85,0,40,100,0,85,85,85,85,40,15,85,70,30,50,85,70,85,0,70,60,100,85
"1709",50,50,60,40,70,0,60,50,50,0,85,40,50,70,40,50,40,60,60,70,40,50,30,50,30,100,85,50,85,50,40,60
"1710",91,91,91,51,87,100,15,30,24,100,31,58,100,61,100,100,98,100,47,61,100,100,29,70,100,100,100,27,96,100,100,100
"1711",85,85,85,15,85,0,60,50,40,50,100,70,50,85,40,15,50,100,85,85,40,40,50,85,50,100,85,60,100,40,85,0
"1712",85,85,70,50,85,30,40,50,0,50,50,60,100,40,40,40,20,70,70,70,45,50,20,45,70,70,50,10,60,30,85,30
"1713",64,71,64,53,72,87,0,56,1,83,1,51,52,0,56,75,17,62,52,1,59,72,41,52,51,0,100,0,79,55,72,42
"1714",100,100,100,25,100,0,20,5,2,20,80,45,5,85,15,50,15,100,100,85,30,50,20,100,100,100,50,85,80,50,50,15
"1715",85,100,70,60,100,15,85,14,6,30,50,60,77,92,73,8,78,77,50,92,50,79,18,82,48,93,81,85,86,84,86,9
"1717",50,50,50,0,50,2,70,2,50,2,99,98,69,100,16,2,15,81,65,99,78,3,39,50,15,100,100,87,96,51,61,30
"1719",60,50,60,50,50,70,0,50,50,50,15,15,100,15,70,60,60,50,50,40,60,70,15,50,85,70,85,30,40,50,85,85
"1720",50,50,50,20,50,0,100,60,0,0,80,50,50,100,50,20,50,50,80,60,50,50,85,50,35,100,100,80,100,50,60,0
"1723",100,100,50,60,50,100,0,15,15,70,0,50,70,0,100,100,50,60,0,0,60,100,15,0,50,50,50,0,50,60,70,70
"1726",30,30,15,30,50,15,60,50,40,30,70,70,100,50,50,30,30,15,30,60,70,50,50,60,30,70,60,40,100,50,100,15
"1727",80,70,45,70,70,68,2,35,50,85,0,45,85,16,70,70,55,75,40,10,70,70,40,46,79,60,67,9,50,70,97,75
"1728",70,70,70,60,70,85,2,50,49,50,50,50,62,15,98,69,70,71,40,39,51,85,15,67,71,60,86,29,41,98,98,60
"1731",71,70,69,50,71,60,33,61,32,51,30,50,59,1,70,47,61,50,40,41,54,70,19,49,51,41,50,29,60,70,95,16
"1732",91,86,89,61,87,97,12,8,6,80,30,50,96,2,86,83,71,50,31,43,61,85,47,50,77,61,86,15,93,85,85,31
"1734",40,50,50,50,50,16,31,70,50,51,40,50,70,40,85,60,85,60,30,60,50,100,30,30,50,50,50,40,40,50,100,50
"1735",60,60,60,0,60,0,85,30,15,0,100,50,15,70,0,0,30,100,70,70,60,70,70,70,85,70,100,70,100,15,85,0
"1736",0,0,0,0,0,100,0,85,0,0,0,0,85,100,100,0,100,100,84,0,70,100,0,0,85,85,85,0,100,100,100,100
"1737",50,60,60,50,60,50,50,60,60,60,60,60,85,30,40,50,30,75,60,50,60,40,55,50,50,100,60,50,85,50,65,50
"1740",15,15,15,0,100,40,85,50,50,50,50,50,50,50,50,50,70,60,30,50,40,50,40,15,0,50,50,50,70,50,50,15
"1741",100,100,100,80,100,2,7,80,3,3,1,1,3,0,50,9,60,50,9,50,60,50,60,50,50,50,50,50,85,50,60,50
"1744",60,60,40,0,100,15,70,50,50,40,70,85,70,100,15,0,0,60,85,100,70,0,60,85,50,100,85,100,100,0,70,0
"1745",85,85,75,70,85,85,0,40,60,90,0,30,85,15,90,85,70,85,30,15,30,90,15,30,60,15,90,0,40,85,100,70
"1747",85,85,60,15,85,40,15,50,50,60,60,85,85,60,15,15,60,50,15,85,70,40,60,50,15,100,50,70,85,15,85,15
"1750",60,50,50,30,50,3,61,50,50,50,50,52,51,100,40,51,23,60,37,57,50,50,19,50,50,100,50,50,64,50,100,40
"1751",71,69,71,67,72,17,16,15,15,41,86,69,99,40,50,10,12,73,41,60,60,79,50,70,85,86,84,13,85,50,84,29
"1754",85,85,85,70,100,0,85,50,50,50,100,100,50,100,100,85,0,85,85,100,85,100,85,70,85,100,100,0,100,70,100,0
"1755",50,14,27,10,91,41,85,40,17,29,61,70,85,17,51,51,32,16,31,51,91,16,63,31,6,85,36,1,60,0,17,52
"1757",75,70,76,60,78,16,41,60,6,6,60,31,49,69,15,9,30,70,80,70,60,50,16,62,50,69,73,86,78,31,86,50
"1758",70,51,40,17,62,16,72,61,51,40,86,52,51,51,41,16,40,51,70,85,71,50,60,60,41,61,70,60,71,51,85,15
"1759",85,85,85,0,85,0,100,30,50,30,100,70,30,100,50,30,50,85,70,85,40,30,40,85,40,100,100,85,100,0,70,0
"1760",100,100,100,100,70,90,1,55,50,80,1,55,100,10,100,100,71,100,30,2,70,100,100,60,100,75,100,5,100,100,100,100
"1762",50,50,50,16,50,24,59,87,70,31,56,43,47,49,40,51,52,69,35,68,50,50,43,49,51,51,50,51,48,50,71,5
"1763",70,50,60,30,50,50,0,70,50,50,0,50,30,0,70,50,60,50,70,15,70,70,60,50,15,40,50,0,30,70,85,50
"1765",50,0,40,0,100,30,85,50,50,50,70,50,100,70,60,50,40,50,70,50,50,50,40,50,40,85,50,50,85,30,50,15
"1766",61,60,60,42,69,17,70,50,50,49,50,51,88,50,40,51,44,56,40,50,49,51,33,31,39,71,51,49,61,40,61,21
"1768",52,49,50,40,51,41,50,40,50,61,30,60,69,16,31,30,51,50,30,50,40,50,40,50,50,61,51,28,58,50,69,40
"1769",50,50,40,30,50,30,40,50,50,50,70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,0
"1772",100,86,100,52,95,71,30,76,66,60,62,72,59,89,84,86,70,100,77,84,85,85,78,92,85,100,85,88,94,85,90,95
"1775",51,50,50,30,51,15,85,50,70,50,70,50,15,40,30,60,50,85,15,60,40,40,40,50,40,100,85,70,85,40,70,30
"1778",85,82,84,75,69,77,1,0,32,86,1,23,60,1,91,84,64,84,1,0,60,89,16,26,84,27,85,1,16,84,84,84
"1781",88,76,76,38,88,38,38,50,50,50,50,50,78,78,48,72,52,63,57,38,68,72,68,42,48,68,58,50,68,50,98,12
"1785",50,50,50,30,50,60,0,0,85,70,0,15,70,15,100,100,85,100,0,15,15,100,0,0,50,15,60,0,100,70,85,70
"1786",62,62,62,32,61,72,17,52,50,50,51,51,100,60,86,60,71,100,61,49,70,84,60,49,72,85,71,61,71,85,71,86
"1787",15,13,85,15,63,2,85,52,51,3,58,52,50,55,42,81,54,86,63,61,65,31,61,69,38,96,69,52,61,26,85,86
"1788",70,85,85,70,85,85,60,60,50,85,70,100,85,70,85,70,70,85,70,85,100,85,40,85,85,85,100,60,100,100,70,100
"1789",49,49,56,50,54,20,39,52,44,15,51,42,30,56,49,48,43,56,49,62,73,53,43,52,68,55,64,42,78,43,53,80
"1790",50,50,50,45,50,65,16,35,38,50,10,50,85,30,30,48,60,60,40,48,40,50,30,50,50,50,50,40,60,50,100,40
"1791",70,40,50,15,98,0,100,50,30,0,100,85,100,86,16,1,60,70,71,98,84,26,16,70,2,99,85,31,98,2,99,0
"1792",53,54,50,39,52,40,40,50,50,50,30,50,85,50,50,40,30,50,50,60,60,50,30,50,50,60,50,40,79,50,60,30
"1794",100,100,100,85,50,85,15,50,50,50,0,30,30,50,85,50,100,70,15,85,30,50,10,50,85,85,85,0,40,50,100,100
"1796",85,50,50,60,50,86,1,50,70,85,0,40,85,1,70,85,70,85,40,16,60,100,71,50,71,50,85,1,70,71,100,100
"1798",60,60,60,35,60,80,0,0,0,85,0,45,70,0,85,75,60,65,50,5,55,60,10,50,60,60,60,0,55,60,90,50
"1799",60,59,60,3,100,50,70,50,50,50,60,0,50,50,50,50,50,50,50,50,0,60,20,50,0,85,50,50,50,0,91,0
"1800",50,50,50,0,50,0,85,50,50,30,85,60,50,50,30,15,60,50,50,100,70,50,50,50,60,100,85,60,100,50,50,0
"1803",50,51,51,49,51,30,30,51,50,61,60,50,85,30,40,51,60,62,60,50,70,61,31,60,40,40,50,31,40,40,85,32
"1805",53,51,54,37,51,100,40,49,49,97,17,53,99,15,100,98,52,100,40,44,100,100,18,50,99,50,100,40,85,87,100,100
"1806",100,100,100,92,85,90,20,30,30,67,5,100,50,70,100,90,100,100,31,95,92,100,41,93,100,100,100,16,100,100,90,100
"1807",98,98,98,17,98,2,3,100,5,3,1,2,2,100,99,98,100,98,98,97,85,99,84,86,98,97,99,86,98,100,100,100
"1810",71,71,61,31,85,2,100,15,1,2,99,71,85,99,51,17,51,85,70,99,62,60,60,85,61,99,100,99,100,40,71,0
"1813",97,51,97,51,52,50,30,50,50,51,50,50,50,50,50,50,71,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"1816",52,52,50,30,51,18,71,60,51,51,85,74,84,50,31,38,29,51,70,66,61,50,69,50,51,96,71,53,98,23,66,27
"1817",80,90,85,70,50,70,0,15,16,70,1,25,90,10,70,75,75,90,15,30,65,85,10,20,85,50,85,0,40,85,90,90
"1819",50,51,40,51,60,41,16,51,51,70,41,60,85,39,41,51,17,50,40,60,60,42,40,51,51,51,50,15,60,16,70,41
"1820",71,71,70,51,73,2,71,2,17,1,98,51,86,50,84,16,62,62,71,85,71,60,60,51,61,85,70,32,86,51,85,61
"1821",50,100,50,50,50,50,50,0,0,0,0,0,50,50,50,50,70,70,60,50,50,50,60,50,50,70,50,50,60,50,60,60
"1823",85,85,85,40,85,100,0,15,0,85,0,15,85,15,85,100,85,85,0,0,30,85,0,40,70,40,70,0,85,85,100,85
"1824",78,79,76,82,76,60,0,15,68,61,2,50,82,43,98,98,96,98,15,37,57,99,63,36,74,40,73,9,25,95,96,100
"1825",85,85,85,0,86,0,86,71,41,31,86,76,84,51,0,16,30,42,71,85,60,70,40,16,17,85,50,99,100,39,84,39
"1826",50,50,50,15,50,85,15,50,50,50,50,50,70,60,50,50,70,60,85,60,70,50,60,60,50,70,60,30,85,50,70,60
"1827",60,50,50,50,70,70,0,30,70,70,60,85,100,60,70,50,50,85,50,70,70,50,70,50,50,70,70,50,85,70,50,15
"1828",50,51,50,1,50,2,86,99,50,2,98,71,41,85,0,0,0,50,84,84,69,51,16,99,50,85,50,99,99,51,99,1
"1829",60,60,70,15,70,15,30,50,50,50,70,50,70,85,85,70,40,70,40,40,30,85,30,70,50,100,100,60,100,60,100,85
"1830",100,100,100,0,100,0,60,30,50,0,100,0,15,15,50,50,50,50,30,85,50,50,30,50,50,50,50,60,85,50,70,50
"1831",40,15,0,0,40,15,60,81,15,15,68,37,70,43,17,34,41,35,35,27,32,74,47,27,43,27,84,45,39,45,71,5
"1832",73,85,85,71,61,100,15,15,51,98,17,86,99,61,91,97,99,86,70,31,86,73,62,71,85,71,87,2,85,72,99,100
"1834",50,50,50,0,100,50,50,3,0,53,50,72,50,50,50,70,0,50,50,50,71,50,50,70,0,100,50,72,99,50,50,0
"1838",70,70,70,15,85,0,85,15,0,0,100,100,50,50,0,0,0,85,70,100,70,50,40,100,15,100,70,100,100,50,60,0
"1841",50,40,50,15,50,70,0,50,50,60,0,50,60,30,40,50,30,60,15,50,70,50,15,40,50,70,60,40,85,50,60,60
"1842",70,69,70,15,85,0,70,0,0,0,85,40,50,70,0,0,0,60,85,100,60,15,15,85,30,100,85,70,100,0,85,0
"1843",50,50,50,0,85,0,85,50,50,50,85,50,100,50,50,0,50,85,50,50,70,50,40,50,40,100,50,70,100,50,100,0
"1844",100,70,80,100,45,55,0,50,50,50,0,50,50,0,50,55,55,55,0,0,50,50,0,45,45,50,50,0,0,50,50,55
"1845",85,50,85,0,85,70,0,60,70,70,70,60,100,50,70,30,100,85,30,60,70,70,15,50,70,100,70,100,85,60,70,100
"1847",50,50,50,0,50,0,85,15,0,0,85,85,85,70,60,40,15,50,60,70,50,15,50,50,0,85,85,85,85,0,50,0
"1848",71,61,41,50,61,16,1,60,51,52,52,50,70,15,61,84,52,71,71,51,72,61,0,61,61,84,98,0,60,51,100,40
"1849",100,100,100,60,100,85,30,70,70,70,60,70,100,70,85,70,60,85,70,85,85,85,70,70,85,85,85,70,85,85,85,70
"1854",60,60,60,60,60,60,40,50,60,50,60,50,85,40,60,70,60,85,40,40,50,85,40,50,70,70,60,50,60,85,85,60
"1856",50,50,51,0,52,0,100,20,1,0,100,100,40,100,16,15,32,70,41,100,40,50,70,85,60,100,75,100,100,50,65,0
"1857",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"1858",52,50,52,51,86,60,15,51,50,51,51,50,51,49,50,50,94,85,31,50,30,51,31,50,51,98,86,51,95,51,84,14
"1863",50,85,85,30,85,0,85,50,50,0,50,50,60,54,50,58,60,62,60,60,70,50,62,50,50,70,60,50,87,50,60,15
"1865",100,100,100,85,85,65,25,40,35,75,35,75,80,55,100,100,80,100,75,100,100,85,40,100,100,85,100,30,70,75,100,35
"1866",75,61,70,2,89,40,85,70,40,40,100,70,70,40,40,70,60,100,60,85,100,30,60,70,15,100,60,60,85,40,85,60
"1867",50,50,50,40,50,40,60,51,51,50,60,62,70,61,58,40,42,60,41,30,65,49,30,60,41,75,51,30,60,50,70,30
"1868",70,70,0,66,70,70,0,70,50,50,0,50,50,0,30,70,60,70,70,0,50,70,15,60,70,15,70,0,40,50,85,70
"1869",70,54,52,31,71,31,86,50,52,40,85,76,99,51,51,70,99,50,73,61,72,50,60,85,60,84,86,31,86,52,84,17
"1871",51,51,53,3,52,2,51,51,50,3,61,51,2,51,51,52,51,50,52,52,51,50,51,51,51,50,52,50,86,51,52,52
"1872",51,50,50,51,50,84,0,0,7,86,0,43,71,0,89,86,85,85,16,9,60,86,8,50,85,44,86,0,66,86,92,85
"1874",85,85,85,70,50,85,0,0,5,85,20,55,65,0,100,85,70,85,60,40,50,95,30,50,50,50,50,0,85,70,100,100
"1878",52,100,100,50,100,0,100,85,50,50,100,50,85,85,0,0,50,30,50,50,30,100,50,40,32,85,50,50,100,100,85,3
"1879",70,70,70,0,70,0,92,1,50,1,100,70,50,100,50,15,85,100,60,100,70,50,85,100,50,100,60,50,100,50,85,30
"1880",60,70,60,50,60,32,79,51,51,38,85,51,50,70,31,22,40,88,49,71,70,49,66,84,40,85,85,66,79,35,50,15
"1881",60,60,70,30,70,0,86,60,52,41,99,99,98,85,18,30,41,91,61,98,71,40,61,75,70,100,98,71,86,40,86,41
"1884",70,60,70,70,50,70,0,60,70,85,0,60,100,30,85,85,70,70,30,40,40,85,40,50,60,50,85,30,70,85,70,85
"1888",77,73,74,70,82,73,23,82,96,83,4,41,84,7,98,100,70,95,69,56,54,98,54,73,70,74,100,54,69,100,95,81
"1890",70,70,70,50,85,85,15,50,50,70,0,50,70,30,60,70,85,70,30,30,70,85,50,30,60,50,70,15,85,85,85,40
"1893",60,58,58,59,51,85,0,31,31,84,1,15,70,4,96,71,69,50,29,40,39,83,41,69,72,83,88,1,39,73,70,73
"1894",100,100,100,0,100,0,100,20,0,0,100,61,100,100,0,0,100,100,52,100,85,100,70,100,100,100,100,100,100,100,100,0
"1895",100,98,96,0,87,50,50,50,0,55,55,62,0,0,50,30,50,42,43,38,60,50,22,0,50,9,63,33,55,50,100,0
"1896",85,70,70,15,70,0,100,70,40,0,100,60,80,85,40,30,40,70,60,70,60,40,60,70,40,100,85,85,100,70,70,0
"1897",71,60,70,52,85,1,50,31,50,60,98,70,50,99,14,16,31,83,69,86,30,16,58,40,40,99,91,84,97,51,84,12
"1899",15,60,50,70,30,100,0,40,40,70,70,40,40,50,60,30,60,40,50,15,40,70,50,30,50,100,50,30,0,70,85,70
"1900",51,51,51,17,51,2,88,52,37,50,70,60,54,51,32,18,52,52,50,71,71,51,52,51,1,85,52,61,85,31,62,1
"1901",100,85,50,50,90,0,85,50,0,0,85,70,70,20,0,0,20,85,50,85,50,85,20,85,30,85,60,85,85,80,85,0
"1902",71,70,70,55,70,44,24,49,50,50,55,51,76,17,45,56,61,70,66,56,70,66,40,50,77,85,84,56,70,60,71,70
"1903",100,95,90,70,80,71,1,5,0,71,1,61,85,0,64,79,60,60,61,5,61,100,10,61,41,29,100,4,70,71,90,61
"1904",50,50,50,40,40,100,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,15,50,50,50,60,50,0,50,15,60,70
"1905",85,85,85,40,85,0,85,50,50,50,100,85,60,85,70,0,70,60,85,85,70,70,40,70,70,100,70,70,85,70,70,70
"1906",61,50,69,31,71,31,61,59,52,71,71,51,85,40,50,71,70,59,51,61,70,51,16,59,59,71,60,1,69,51,59,40
"1907",97,96,70,8,90,1,85,41,6,1,100,85,100,95,10,15,71,69,55,100,100,51,0,33,12,99,85,85,85,6,85,0
"1908",85,85,85,30,85,18,85,50,40,40,95,50,50,85,70,40,70,85,60,85,85,15,70,50,50,100,85,60,100,15,85,15
"1909",85,85,85,70,85,60,3,17,42,50,16,52,100,30,85,85,85,86,50,17,50,85,30,50,85,85,85,10,40,85,85,85
"1910",60,62,61,16,41,85,17,16,30,85,17,30,85,41,41,58,71,51,30,16,50,2,50,50,29,69,50,50,16,16,52,71
"1912",85,70,60,50,60,50,60,60,70,50,85,70,100,50,70,60,85,85,30,70,85,30,60,30,60,70,100,50,100,50,85,85
"1914",52,82,96,51,82,99,2,50,98,49,51,51,52,86,61,55,70,69,70,53,40,1,67,64,70,96,82,41,60,2,59,84
"1915",100,100,100,15,100,100,0,15,51,32,70,61,70,100,60,51,51,99,51,61,50,50,60,51,51,100,51,51,61,51,86,100
"1917",84,100,87,87,97,100,0,30,60,100,15,60,100,30,100,100,100,85,60,85,100,85,40,70,100,85,85,0,100,70,100,85
"1920",50,50,50,40,50,30,0,60,40,50,0,40,60,15,60,40,50,50,50,30,85,50,50,50,50,50,50,40,50,50,85,40
